"age","gender","married","has_children","home_country","home_city","home_airport","sign_up_date","user_id","num_clicks","user_visit_frequency","avg_session_duration","session_duration_total","days_since_last_session","membership_days","bounce_rate","avg_click_rate","repeat_booking_count","num_flights","avg_num_bags","num_seats_booked","avg_km_flown","time_after_booking_days","flight_booking_rate","hotel_booking_rate","flight_discount_effectiveness","hotel_discount_effectiveness","money_spend_hotel","total_spent","customer_value","travel_type","user_perks"
"49","F","true","false","usa","austin","AUS","2023-01-10","522476","122","8","114.63","917","587 days 13:27:00","763","0.38","7.91","5","10","0.80","1.20","1580.27","9.80","0.63","0.50","0","0","2010.00","17065.60","low_value_Customer","Local","Free Meal"
"51","F","true","false","usa","washington","DCA","2023-01-10","522484","192","10","143.70","1437","583 days 02:23:00","763","0.10","8.04","6","12","0.00","1.50","1984.50","6.50","0.60","0.40","0","1","5073.00","40811.28","high_value_Customer","Local","Free Meal"
"42","F","false","false","canada","winnipeg","YWG","2023-01-10","522513","139","8","129.00","1032","593 days 12:22:00","763","0.13","8.12","4","4","0.50","1.00","1751.20","5.00","0.25","0.50","0","0","2206.00","4882.08","low_value_Customer","Solo","10% Discount on next trip"
"33","F","false","true","usa","fayetteville","POB","2023-01-10","522523","96","8","88.88","711","582 days 07:50:00","763","0.25","8.10","1","2","0.00","1.00","1082.49","5.00","0.13","0.13","0","0","166.00","542.26","low_value_Customer","Business","Free Priority Boarding"
"38","F","false","false","usa","los angeles","LAX","2023-01-10","522532","149","8","138.88","1111","586 days 08:22:00","763","0.00","8.06","5","6","0.33","1.33","1500.18","8.33","0.38","0.63","0","1","2128.85","10475.15","low_value_Customer","Local","Free Meal"
"19","F","false","false","usa","jacksonville","NCA","2023-01-10","522533","105","8","97.88","783","605 days 04:27:00","763","0.13","8.08","3","6","0.00","1.00","6008.55","68.67","0.38","0.38","0","1","1510.00","20473.06","high_value_Customer","Solo","10% Discount on next trip"
"42","M","true","true","canada","edmonton","YED","2023-01-10","522585","113","8","106.00","848","576 days 03:11:00","763","0.25","8.03","2","4","1.00","1.00","2989.18","7.00","0.25","0.25","1","1","920.60","5338.24","low_value_Customer","Business","Free Priority Boarding"
"45","F","true","false","usa","miami","MIA","2023-01-10","522607","103","8","96.00","768","597 days 10:51:00","763","0.38","8.06","3","4","1.00","1.00","1837.43","6.50","0.25","0.38","1","1","2679.80","5257.24","low_value_Customer","Solo","10% Discount on next trip"
"29","F","false","false","usa","bakersfield","BFL","2023-01-10","522624","125","8","117.88","943","605 days 03:51:00","763","0.13","8.02","1","0","","","","","0.00","0.13","0","1","4617.00","","low_value_Customer","Local","Free Meal"
"32","F","false","false","usa","santa ana","SNA","2023-01-10","522631","80","8","75.00","600","629 days 01:14:00","763","0.38","7.98","1","2","3.00","1.00","3738.06","9.00","0.13","0.13","0","0","96.00","1336.14","low_value_Customer","Business","Free Priority Boarding"
"39","F","false","false","usa","new york","LGA","2023-01-10","522633","146","8","135.50","1084","609 days 07:02:00","763","0.25","8.09","3","6","0.00","1.00","1624.05","7.33","0.38","0.38","0","0","1217.00","6646.10","low_value_Customer","Business","Free Priority Boarding"
"35","F","false","false","usa","fresno","FAT","2023-01-10","522634","109","8","100.25","802","603 days 04:03:00","763","0.25","8.12","4","6","0.67","1.00","2177.64","8.67","0.38","0.38","1","1","6409.00","14056.48","low_value_Customer","Solo","10% Discount on next trip"
"36","F","false","false","usa","chicago","MDW","2023-01-10","522639","139","8","128.63","1029","588 days 03:29:00","763","0.25","8.17","2","3","0.50","1.00","1926.36","7.00","0.25","0.25","1","0","2652.00","4443.93","low_value_Customer","Solo","10% Discount on next trip"
"42","F","false","true","usa","new york","LGA","2023-01-10","522654","189","8","269.00","2152","613 days 04:38:00","763","0.00","7.18","3","4","0.50","1.00","2400.65","7.00","0.25","0.38","1","0","2953.00","6340.96","low_value_Customer","Solo","10% Discount on next trip"
"46","F","true","true","usa","new york","LGA","2023-01-10","522687","168","10","125.40","1254","582 days 07:34:00","763","0.30","8.02","4","6","0.67","1.67","1216.99","71.00","0.30","0.30","0","0","1430.00","8233.64","low_value_Customer","Family","Free Cancelation"
"41","F","false","false","usa","chicago","UGN","2023-01-10","522738","104","8","97.25","778","636 days 14:14:00","763","0.38","7.95","2","4","0.00","1.00","5223.33","73.50","0.25","0.25","1","1","2472.60","9797.84","low_value_Customer","Solo","10% Discount on next trip"
"49","F","false","false","usa","new york","LGA","2023-01-10","522745","101","8","93.75","750","581 days 19:53:00","763","0.38","7.99","3","4","0.00","1.50","2180.60","5.00","0.25","0.38","0","0","2599.00","6214.80","low_value_Customer","Local","Free Meal"
"44","F","true","false","usa","las vegas","LSV","2023-01-10","522748","129","9","107.11","964","578 days 06:15:00","763","0.33","7.96","5","8","0.75","1.00","3238.21","6.75","0.44","0.33","1","3","3385.95","21405.07","low_value_Customer","Solo","10% Discount on next trip"
"41","M","false","false","usa","houston","HOU","2023-01-10","522761","157","7","340.29","2382","594 days 07:51:00","763","0.00","6.97","3","6","0.67","1.33","2071.28","6.67","0.43","0.43","0","0","1209.00","9153.66","low_value_Customer","Local","Free Meal"
"49","F","true","false","usa","lincoln","LNK","2023-01-10","522788","109","8","101.75","814","666 days 15:04:00","763","0.50","8.07","2","0","","","","","0.00","0.25","0","1","896.10","","low_value_Customer","Local","Free Meal"
"29","F","false","false","usa","new york","LGA","2023-01-10","522800","127","8","118.63","949","586 days 09:44:00","763","0.13","8.00","5","8","0.75","1.00","2272.73","6.00","0.50","0.50","0","0","2643.00","16741.32","low_value_Customer","Solo","10% Discount on next trip"
"54","F","true","true","canada","victoria","YYJ","2023-01-10","522809","175","8","161.38","1291","651 days 02:25:00","763","0.00","8.13","1","2","2.00","1.00","2965.59","8.00","0.13","0.13","0","0","1155.00","2285.18","low_value_Customer","Solo","10% Discount on next trip"
"34","F","false","true","canada","victoria","YYJ","2023-01-11","522873","86","8","79.75","638","593 days 15:09:00","762","0.63","8.10","1","2","1.00","1.00","3754.55","6.00","0.13","0.00","0","0","0.00","","low_value_Customer","Local","Free Meal"
"43","F","false","true","usa","honolulu","HNL","2023-01-11","522898","86","8","80.63","645","591 days 03:59:00","762","0.38","7.99","2","4","1.00","1.00","8977.35","128.50","0.25","0.25","0","0","4058.00","15924.44","high_value_Customer","Solo","10% Discount on next trip"
"40","M","true","true","usa","orlando","ORL","2023-01-11","522911","125","8","116.50","932","696 days 05:58:00","762","0.13","8.06","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"36","F","false","false","usa","new york","LGA","2023-01-11","522927","97","8","91.00","728","633 days 02:49:00","762","0.50","7.88","1","2","1.00","1.00","3826.31","7.00","0.13","0.13","0","0","464.00","2065.90","low_value_Customer","Solo","10% Discount on next trip"
"47","F","false","false","usa","phoenix","LUF","2023-01-11","522937","213","8","197.63","1581","593 days 02:32:00","762","0.13","8.04","7","13","0.86","1.00","2265.43","9.14","0.88","0.63","0","2","1186.00","34629.28","low_value_Customer","Solo","Free upgade to premium class ticket"
"44","F","false","true","usa","cleveland","CLE","2023-01-11","522939","139","8","129.25","1034","596 days 08:03:00","762","0.13","8.04","2","4","0.50","1.00","1213.98","11.00","0.25","0.25","0","0","698.00","2518.76","low_value_Customer","Solo","10% Discount on next trip"
"76","F","true","false","usa","los angeles","LAX","2023-01-11","522943","162","9","134.22","1208","579 days 16:52:00","762","0.22","7.99","1","0","","","","","0.00","0.11","0","0","399.00","","low_value_Customer","Local","Free Meal"
"56","F","true","false","usa","new york","JFK","2023-01-11","522944","72","8","66.00","528","593 days 14:42:00","762","0.63","8.14","2","4","1.50","1.00","3714.08","8.50","0.25","0.25","1","0","343.00","5589.12","low_value_Customer","Business","Free Priority Boarding"
"45","F","false","false","usa","atlanta","ATL","2023-01-11","522970","149","8","139.38","1115","580 days 05:57:00","762","0.25","8.07","6","11","0.33","1.00","2541.85","8.00","0.75","0.63","1","0","2958.00","28591.96","low_value_Customer","Solo","Free upgade to premium class ticket"
"38","F","false","false","usa","atlanta","ATL","2023-01-11","522981","164","8","153.13","1225","648 days 04:42:00","762","0.13","8.08","5","9","0.60","1.00","1420.37","5.80","0.63","0.50","0","1","2905.20","13324.59","low_value_Customer","Solo","10% Discount on next trip"
"36","F","true","false","usa","montgomery","MXF","2023-01-11","522999","119","9","98.67","888","655 days 06:38:00","762","0.44","7.95","3","4","0.00","1.50","1911.99","7.00","0.22","0.33","0","0","4435.00","9240.60","low_value_Customer","Local","Free Meal"
"35","F","false","false","usa","birmingham","BHM","2023-01-11","523030","79","8","74.25","594","628 days 06:35:00","762","0.38","7.91","2","4","0.00","1.00","1162.71","5.00","0.25","0.25","1","1","108.50","1785.78","low_value_Customer","Business","Free Priority Boarding"
"69","F","false","false","usa","portland","PWM","2023-01-11","523057","66","8","61.38","491","632 days 03:05:00","762","0.50","8.04","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"36","F","true","true","usa","orlando","MCO","2023-01-11","523073","88","8","82.25","658","606 days 07:56:00","762","0.38","8.01","2","2","0.00","1.00","1544.87","5.00","0.13","0.25","0","0","1016.00","1565.50","low_value_Customer","Business","Free Priority Boarding"
"32","F","false","false","usa","corpus christi","CRP","2023-01-11","523077","152","8","139.25","1114","582 days 03:59:00","762","0.13","8.13","4","2","1.00","1.00","3283.47","4.00","0.13","0.50","0","1","4804.20","5907.82","low_value_Customer","Solo","10% Discount on next trip"
"36","F","false","true","usa","tucson","TUS","2023-01-11","523090","88","8","82.50","660","621 days 04:50:00","762","0.50","7.89","2","4","1.00","1.00","2787.78","7.50","0.25","0.25","1","0","1014.00","4667.96","low_value_Customer","Solo","10% Discount on next trip"
"41","M","false","false","usa","miami","MIA","2023-01-11","523098","123","8","115.00","920","613 days 06:44:00","762","0.00","8.02","3","6","0.33","1.00","1704.60","9.33","0.38","0.25","2","0","1473.00","6619.68","low_value_Customer","Solo","10% Discount on next trip"
"49","F","false","true","usa","new york","LGA","2023-01-11","523146","143","8","133.38","1067","576 days 14:33:00","762","0.13","7.98","4","8","0.25","1.25","1591.79","8.75","0.50","0.50","1","1","5316.20","15370.04","low_value_Customer","Family","Free Cancelation"
"42","F","true","true","usa","san francisco","SFO","2023-01-11","523158","169","8","157.13","1257","575 days 03:34:00","762","0.13","8.05","3","6","0.67","1.00","1830.44","7.00","0.38","0.25","0","0","1846.00","7861.42","low_value_Customer","Solo","10% Discount on next trip"
"50","F","false","true","usa","lincoln","LNK","2023-01-11","523209","151","8","141.50","1132","669 days 02:37:00","762","0.25","7.95","4","7","0.75","1.25","1766.07","6.75","0.50","0.50","1","0","3031.00","11494.00","low_value_Customer","Family","Free Cancelation"
"33","F","true","false","canada","montreal","YMX","2023-01-11","523228","113","8","104.63","837","640 days 12:46:00","762","0.25","8.04","4","6","0.67","1.00","2691.57","3.67","0.38","0.50","1","1","2191.95","10037.43","low_value_Customer","Solo","10% Discount on next trip"
"43","F","false","false","usa","los angeles","LAX","2023-01-11","523231","175","8","162.25","1298","578 days 07:17:00","762","0.25","8.02","4","8","0.50","1.00","2622.92","8.00","0.50","0.50","0","0","1827.00","16222.28","low_value_Customer","Solo","10% Discount on next trip"
"38","F","false","false","usa","indianapolis","IND","2023-01-11","523256","148","8","138.25","1106","601 days 11:37:00","762","0.38","7.98","3","4","0.00","1.00","1948.09","8.50","0.25","0.38","0","0","11545.00","14402.04","low_value_Customer","Solo","10% Discount on next trip"
"40","F","true","false","usa","los angeles","LAX","2023-01-11","523271","120","8","110.75","886","632 days 12:15:00","762","0.13","7.94","3","6","0.33","1.00","3404.03","9.67","0.38","0.38","0","0","791.00","11655.74","low_value_Customer","Business","Free Priority Boarding"
"52","F","true","false","canada","ottawa","YOW","2023-01-11","523273","102","8","95.50","764","639 days 09:07:00","762","0.25","7.90","2","2","0.00","1.00","2491.76","7.00","0.13","0.25","0","0","2109.00","3033.36","low_value_Customer","Solo","10% Discount on next trip"
"35","F","false","false","usa","rochester","ROC","2023-01-11","523290","146","8","136.75","1094","576 days 09:27:00","762","0.13","8.08","3","4","0.50","1.00","448.27","6.00","0.25","0.38","0","0","4081.00","4745.16","low_value_Customer","Solo","10% Discount on next trip"
"60","F","true","false","usa","seattle","BFI","2023-01-11","523299","95","7","101.43","710","650 days 00:34:00","762","0.29","8.08","1","2","0.00","1.00","17148.57","196.00","0.14","0.14","0","0","1482.00","5337.70","high_value_Customer","Solo","10% Discount on next trip"
"39","F","false","true","usa","phoenix","LUF","2023-01-11","523301","123","8","114.25","914","573 days 14:27:00","762","0.38","7.99","3","6","0.33","1.00","3076.60","6.67","0.38","0.38","0","0","1411.00","10738.66","low_value_Customer","Solo","10% Discount on next trip"
"30","F","false","false","usa","houston","IAH","2023-01-11","523335","126","8","117.75","942","613 days 06:24:00","762","0.38","7.84","3","6","0.67","1.00","1228.90","6.00","0.38","0.25","0","1","1821.80","5163.98","low_value_Customer","Solo","10% Discount on next trip"
"39","F","true","true","usa","new york","LGA","2023-01-11","523338","200","9","163.11","1468","638 days 04:38:00","762","0.22","8.05","4","8","1.00","1.00","808.19","7.50","0.44","0.44","0","1","5482.30","10222.62","low_value_Customer","Solo","10% Discount on next trip"
"40","F","false","false","usa","houston","IAH","2023-01-11","523392","182","10","134.40","1344","582 days 03:30:00","762","0.10","8.12","3","6","0.33","1.33","1727.88","7.67","0.30","0.20","1","0","1150.00","9126.94","low_value_Customer","Local","Free Meal"
"33","F","false","false","usa","tucson","DMA","2023-01-11","523395","174","8","158.50","1268","578 days 16:55:00","762","0.13","8.24","3","6","1.33","1.00","2449.64","5.67","0.38","0.38","1","0","2098.00","10058.68","low_value_Customer","Solo","10% Discount on next trip"
"55","F","true","true","usa","milwaukee","MKE","2023-01-11","523442","180","8","166.38","1331","572 days 07:02:00","762","0.13","8.10","4","6","1.00","1.00","1181.95","6.00","0.38","0.50","0","0","2421.00","6278.34","low_value_Customer","Solo","10% Discount on next trip"
"58","F","false","false","usa","cleveland","CLE","2023-01-11","523454","112","8","104.00","832","655 days 04:58:00","762","0.13","8.04","3","6","1.00","1.00","1715.72","10.67","0.38","0.38","1","1","2758.80","8485.92","low_value_Customer","Solo","10% Discount on next trip"
"51","F","true","false","canada","montreal","YUL","2023-01-11","523465","98","8","90.75","726","588 days 16:55:00","762","0.25","8.04","3","6","0.33","1.00","596.66","6.33","0.38","0.25","1","0","1751.00","3735.50","low_value_Customer","Business","Free Priority Boarding"
"41","F","false","false","usa","houston","IAH","2023-01-11","523474","165","9","137.78","1240","571 days 16:00:00","762","0.22","8.01","4","8","0.50","1.00","1598.09","8.00","0.44","0.44","0","0","1566.00","10277.36","low_value_Customer","Solo","10% Discount on next trip"
